10:07:38 || Communicator.BetradarComService.OnStart || Connector Start at UTC: 7/29/2017 7:49:38 AM
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 307, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 307, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:13 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 117, qu: 0, qs: 117, qc: 0, wr: 0, wq: 0, in: 0, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ProcessReadQueue, err: never, queue: 138, qu: 0, qs: 138, qc: 0, wr: 0, wq: 0, in: 291, ar: 1, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
15:07:12 || Communicator.ConnectorGlobal.SendRedisChannel || ERROR: Timeout performing PUBLISH hybridge_merchant_commands, inst: 82, mgr: ExecuteSelect, err: never, queue: 139, qu: 0, qs: 139, qc: 0, wr: 0, wq: 0, in: 0, ar: 0, clientName: HEYTHAMALSHCE19, serverEndpoint: 77.223.158.50:6379, IOCP: (Busy=0,Free=1000,Min=4,Max=1000), WORKER: (Busy=139,Free=884,Min=4,Max=1023) (Please take a look at this article for some common client-side issues that can cause timeouts: http://stackexchange.github.io/StackExchange.Redis/Timeouts)
